#,Name,Play Number,QB Comment,Series,Field Position,Down,Distance,Gain,OFF Group,Personnel,The_Play,Backfield,FIB,Formation,Form Adj Y,Form Adj WR,Form Adj Bunch Stick,Empty,Motion,Motion 2,Motion 3,Protection,Play,Tempo,Run Concept,Pass Concept,Pass Concept 1,Pass Concept 2,Screen Concept,RPO1,ADDON 1,R/P,Pass Result,MOE,QB#,J#,EFF,gamedate,pff_GAMEDATE,pff_WEEK,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_2MINUTE,pff_DRIVESTARTEVENT,pff_DRIVEENDEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DRIVEENDFIELDPOSITION,pff_FIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GAINLOSSNET,pff_DISTANCE,pff_FIRST_DOWN_GAINED,pff_RUNPASS,pff_RUNPASSOPTION,pff_PASSRESULT,pff_QB,pff_BALLCARRIER,pff_PENALTYYARDS,pff_SCORE,pff_SCOREDIFFERENTIAL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNEL,pff_OFFFORMATIONGROUP,pff_TIMETOTHROW,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_DEFPERSONNEL,pff_HASH,pff_INTERCEPTION,pff_PASSDIRECTION,pff_PASSRECEIVERTARGET,Unnamed: 37,pff_PENALTY,pff_QBPRESSUREALLOWED,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_SACK,pff_TEALIGNMENT,pff_PLAYCLOCK
35,"01 NCCR OFF vs. SCST (09/02/23), Play 035",35,,6,-49,2,10,8,,11,DOLPHIN RT FLY S. ERASER,GUN,,DOLPHIN,,,,,,,FLY,,S. ERASER,2 MINUTE,PENCIL-PAPER,ERASER,ERASER,,,,,R,,,4,4,Y,9/2/2023,9/2/2023,1,2,2,1:21,2,PUNT - RETURN,FIELD GOAL,-18,27,-49,10,6,5,8,8,10,,P,0,RUN,NCCR 04,NCCR 04,,14,11,11,3-0-1-1,3x2,2.5,,4,4/4/2003,R,,X,,,,,C,EMPTY,,,,,,,,10
36,"01 NCCR OFF vs. SCST (09/02/23), Play 036",36,HELL YEAH,6,43,3,2,4,,11,NINER BUG,GUN,,TRAIN,,,BILLY,,,,,,NINER BUG,NINER,BEETLE-SPIDER QK,,,,,,,R,,,4,13,Y,9/2/2023,9/2/2023,1,2,3,1:03,2,PUNT - RETURN,FIELD GOAL,-18,27,43,10,6,6,4,4,2,1,R,0,,NCCR 04,NCCR 13,,14,11,11,3-0-1-1,3x1,,,2,4/3/2004,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),MAN,READ OPTION,,L,30
37,"01 NCCR OFF vs. SCST (09/02/23), Play 037",37,,6,39,1,10,15,,11,DUAL RT OFF F-JACK BOOT ICE,GUN,,DUAL,OFF,,,,,,,JILL-JACK,F-JACK BOOT ICE,2 MINUTE,,BOOT ICE,BOOT,ICE,,,,P,,,4,19,Y,9/2/2023,9/2/2023,1,2,1,0:46,2,PUNT - RETURN,FIELD GOAL,-18,27,39,10,6,7,15,15,10,1,P,0,COMPLETE,NCCR 04,NCCR 19,,14,11,11,3-0-1-1,2x2,2.6,0,0,4/3/2004,C,,R,NCCR 19,,,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,R,24
38,"01 NCCR OFF vs. SCST (09/02/23), Play 038",38,,6,24,1,10,-6,,11,Z-TANGO RT ROCK SMASH CUBE,GUN,,TANGO,,,,,,,,LOAD-ROCK,ROCK SMASH CUBE,2 MINUTE,,SMASH CUBE,SMASH,CUBE,,,,P,,SACK,4,4,N,9/2/2023,9/2/2023,1,2,1,0:39,2,PUNT - RETURN,FIELD GOAL,-18,27,24,10,6,8,-6,-6,10,,P,0,SACK,NCCR 04,NCCR 04,,14,11,11,3-0-1-1,3x1,2.4,,,4/3/2004,R,,X,,,,NCCR 04,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,SCST D11,R,12
39,"01 NCCR OFF vs. SCST (09/02/23), Play 039",39,,6,30,2,16,3,,11,BOOM,GUN,,DICE,,,,,,,,JILL-JACK,BOOM,2 MINUTE,,BOOM,BOOM,,,,,P,,,4,18,N,9/2/2023,9/2/2023,1,2,2,0:23,2,PUNT - RETURN,FIELD GOAL,-18,27,30,10,6,9,3,3,16,,P,0,COMPLETE,NCCR 04,NCCR 18,,14,11,11,3-0-1-1,2x2,1.6,0,0,4/3/2004,R,,R,NCCR 18,,,,,HB-L,HB-L (-5),,1; NCCR 13 (HB-L),,,,,
40,"01 NCCR OFF vs. SCST (09/02/23), Play 040",40,,6,27,3,13,0,,11,TROLLY LT ROCK PIN SPROLES,GUN,,TROLLY,,,,,,,,LOAD-ROCK,ROACK PIN SPROLES,2 MINUTE,,PIN SPROLES,PIN,SPROLES,,,,P,DROP,DROP,4,13,N,9/2/2023,9/2/2023,1,2,3,0:18,2,PUNT - RETURN,FIELD GOAL,-18,27,27,10,6,10,,0,13,,P,0,INCOMPLETE,NCCR 04,,,14,11,11,3-0-1-1,3x1,2.1,,,4/3/2004,R,,M,NCCR 13,,,,,HB-R,HB-R (-6),,1; NCCR 13 (HB-R),,,,,7
41,"01 NCCR OFF vs. SCST (09/02/23), Play 041",41,,7,-15,0,10,2,,12,DEUCE LT SLOT LEECH,GUN,,DEUCE,,SLOT,,,,,,,LEECH,,ROACH-LEECH,,,,,,,R,,,4,13,N,9/2/2023,9/2/2023,1,3,1,12:20,0,PUNT - FC,PUNT,-15,-19,-15,3,7,1,2,2,10,,R,0,,NCCR 04,NCCR 13,,17,14,12,2-0-1-2,1x3,,,1,4/4/2003,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 13 (HB-R),MAN,,,L;R,21
42,"01 NCCR OFF vs. SCST (09/02/23), Play 042",42,,7,-17,2,8,-6,,12,DEUCE LT SLOT LEECH STRAIGHT,GUN,,DEUCE,,SLOT,,,,,,,LEECH STRAIGHT,,ROACH-LEECH STRAIGHT,,,,,STRAIGHT,,R,,,4,4,N,9/2/2023,9/2/2023,1,3,2,11:54,0,PUNT - FC,PUNT,-15,-19,-17,3,7,2,-6,-6,8,,P,1,SACK,NCCR 04,NCCR 04,,17,14,12,2-0-1-2,1x3,1.9,,,4/4/2003,L,,X,,,,,,HB-R,HB-R (-6),,1; NCCR 00 (HB-R),INSIDE ZONE,,SCST D34,L;R,30
43,"01 NCCR OFF vs. SCST (09/02/23), Play 043",43,,7,-11,3,14,7,,11,TROLLY RT THURSDAY (Y-PLANE SPIDER CUT),GUN,,TROLLY,,,,,PLANE-Y,,,,SPIDER CUT,THURSDAY,BEETLE-SPIDER CUT,,,,,,,R,,,4,0,N,9/2/2023,9/2/2023,1,3,3,11:15,0,PUNT - FC,PUNT,-15,-19,-11,3,7,3,8,8,14,,R,0,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,1x3,,,5,4/3/2004,L,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),MAN,READ OPTION;SPLIT,,,7
44,"01 NCCR OFF vs. SCST (09/02/23), Play 044",44,,8,-3,0,10,0,,22-Z,NEAR RT TITE ROACH SLICE,UNDER,,NEAR,,TITE,,,,,,,ROACH SLICE,,ROACH-LEECH SLICE,,,,,,,R,,,4,13,N,9/2/2023,9/2/2023,1,3,1,4:41,0,DOWNS,PUNT,-3,-1,-3,3,8,1,0,0,10,,R,0,,NCCR 04,NCCR 13,,17,14,13,1-0-1-3,1x2,,,1,4/4/2003,L,,,,,,,,HB; FB-R,HB (-7); FB-R (-4),R,2; NCCR 13 (HB); NCCR 35 (FB-R),INSIDE ZONE,SPLIT,,L;R,7
45,"01 NCCR OFF vs. SCST (09/02/23), Play 045",45,,8,-3,2,10,1,,22-Z,NEAR RT TITE ROACH SLICE,UNDER,,NEAR,,TITE,,,,,,,ROACH SLICE,,ROACH-LEECH SLICE,,,,,,,R,,,4,1,N,9/2/2023,9/2/2023,1,3,2,4:16,0,DOWNS,PUNT,-3,-1,-3,3,8,2,1,1,10,,R,0,,NCCR 04,NCCR 01,,17,14,13,1-0-1-3,1x2,,,2,4/4/2003,L,,,,,,,,HB; FB-R,HB (-7); FB-R (-3),R,2; NCCR 01 (HB); NCCR 35 (FB-R),INSIDE ZONE,SPLIT,,L;R,22
46,"01 NCCR OFF vs. SCST (09/02/23), Play 046",46,,8,-4,3,9,-3,,12,FLANK LT THURSDAY (LEECH CUT),GUN,,FLANK,,,,,,,,,LEECH CUT,THURSDAY,ROACH-LEECH CUT,,,,,,,R,,,4,1,N,9/2/2023,9/2/2023,1,3,3,3:33,0,DOWNS,PUNT,-3,-1,-4,3,8,3,-3,-3,9,,R,0,,NCCR 04,NCCR 01,,17,14,12,2-0-1-2,2x2,,,0,4/4/2003,L,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 01 (HB-R),INSIDE ZONE,READ OPTION;SPLIT,,L;L,5
47,"01 NCCR OFF vs. SCST (09/02/23), Play 047",47,,9,-35,0,10,3,,11,TRAFFIX LT OFF X-JET WOLF BROOM,GUN,,TRAFFIX,OFF,,,,JET-X,,,,WOLF BROOM,,WOLF-JAGUAR SWEEP,,,,,,,P,,,4,12,N,9/2/2023,9/2/2023,1,3,1,0:43,0,DOWNS,MISSED FG,-35,15,-35,11,9,1,3,3,10,,P,0,COMPLETE,NCCR 04,NCCR 12,,17,14,11,3-0-1-1,3x1,0.6,7,0,4/4/2003,C,,M,NCCR 12,,,,,HB-L,HB-L (-5),,1; NCCR 28 (HB-L),,,,L,9
48,"01 NCCR OFF vs. SCST (09/02/23), Play 048",48,,9,-38,2,7,7,,11,FIB DBL RT H-BOMBER IRON,GUN,X,DBL,,,,,BOMBER-H,,,,IRON,,IRON-STEEL,,,,,,,R,,,4,0,Y,9/2/2023,9/2/2023,1,3,2,0:08,0,DOWNS,MISSED FG,-35,15,-38,11,9,2,7,7,7,1,R,0,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,2x2,,,2,4/4/2003,L,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),COUNTER,,,R,
49,"01 NCCR OFF vs. SCST (09/02/23), Play 049",49,,9,-45,1,10,7,,11,(PEEK) Z-TANGO LT SPIDER R-SWEEP Z-BUBBLE (CK SPIDER Z-BUBBLE),GUN,,TANGO,,,,,,,,,SPIDER Z-BUBBLE,PEEK,BEETLE-SPIDER,,,,,,BUBBLE-Z,R,,,4,0,Y,9/2/2023,9/2/2023,1,4,1,15:00,0,DOWNS,MISSED FG,-35,15,-45,11,9,3,7,7,10,,R,1,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,1x3,,,5,4/4/2003,C,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),INSIDE ZONE,READ OPTION,,L,15
50,"01 NCCR OFF vs. SCST (09/02/23), Play 050",50,#0 HARD RUN,9,48,2,3,17,,11F,Z-TOXIC RT Y-CREEP WOLF BOB,GUN,,TOXIC,,,,,CREEP-Y,,,,WOLF BOB,,WOLF-JAGUAR BOB,,,,,,,R,,,4,0,Y,9/2/2023,9/2/2023,1,4,2,14:26,0,DOWNS,MISSED FG,-35,15,48,11,9,4,17,17,3,1,R,0,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,3x0,,,9,4/4/2003,C,,,,,,,,HB-R; FB-R,HB-R (-5); FB-R (-3),L,2; NCCR 00 (HB-R); NCCR 35 (FB-R),OUTSIDE ZONE,CROSS LEAD,,,13
51,"01 NCCR OFF vs. SCST (09/02/23), Play 051",51,#35 BLOCK,9,31,1,10,2,,11F,Z-TOXIC LT SPIDER MIKE,GUN,,TOXIC,,,,,,,,,SPIDER MIKE,,BEETLE-SPIDER MIKE,,,,,,,R,,,4,1,N,9/2/2023,9/2/2023,1,4,1,13:53,0,DOWNS,MISSED FG,-35,15,31,11,9,5,2,2,10,,R,0,,NCCR 04,NCCR 01,,17,14,11,3-0-1-1,1x3,,,3,4/3/2004,L,,,,,,,,HB-L,HB-L (-6),R,1; NCCR 01 (HB-L),INSIDE ZONE,SPLIT,,L,14
52,"01 NCCR OFF vs. SCST (09/02/23), Play 052",52,,9,29,2,8,5,,11,(U) H-TANGO LT BILLY H-JET JAGUAR GARBAGE,UNDER,,TANGO,,,BILLY,,JET-H,,,,JAGUAR GARBAGE,,WOLF-JAGUAR SWEEP,,,,,,,R,,,4,10,Y,9/2/2023,9/2/2023,1,4,2,13:13,0,DOWNS,MISSED FG,-35,15,29,11,9,6,5,5,8,,R,0,,NCCR 04,NCCR 10,,17,14,11,3-0-1-1,1x3,,,3,4/3/2004,L,,,,,,,,HB,HB (-7),R,1; NCCR 00 (HB),TRICK,,,L,8
53,"01 NCCR OFF vs. SCST (09/02/23), Play 053",53,,9,24,3,3,2,,11,NINER BUG,GUN,,TRAIN,,,BILLY,,,,,,NINER BUG,NINER,BEETLE-SPIDER QK,,,,,,,R,,,4,0,N,9/2/2023,9/2/2023,1,4,3,12:49,0,DOWNS,MISSED FG,-35,15,24,11,9,7,2,2,3,,R,0,,NCCR 04,NCCR 00,,17,14,11,3-0-1-1,1x3,,,1,4/3/2004,L,,,,,,,,HB,HB (-5),L,1; NCCR 00 (HB),INSIDE ZONE,READ OPTION,,R,25
54,"01 NCCR OFF vs. SCST (09/02/23), Play 054",54,HELL YEAH,9,21,4,1,2,,22-Z,DOT LT SLOT Z-IN SNEAKER,UNDER,,DOT,,SLOT,,,,,,,SNEAKER,,SNEAKER,,,,,,,R,,,4,4,Y,9/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"01 NCCR OFF vs. SCST (09/02/23), Play 055",55,,9,19,1,10,5,,12,FLEX LT H-IN S. PITT HERO,GUN,,FLEX,,,,,IN-H,,,,S. PITT HERO,,PITT,HERO,HERO,,,,,R,,,4,0,Y,9/2/2023,9/2/2023,1,4,1,11:32,0,DOWNS,MISSED FG,-35,15,19,11,9,9,5,5,10,,R,1,,NCCR 04,NCCR 00,,17,14,12,2-0-1-2,2x2,,,4,4/3/2004,L,,,,,,,,HB-R,HB-R (-5),L,1; NCCR 00 (HB-R),POWER,,,L;L,4
56,"01 NCCR OFF vs. SCST (09/02/23), Play 056",56,,9,14,2,5,1,,12,FLEX LT H-PLANE LEECH STREET,GUN,,FLEX,,,,,PLANE-H,,,,LEECH STREET,,ROACH-LEECH STREET,,,,,STREET,,R,,,4,0,N,9/2/2023,9/2/2023,1,4,2,10:56,0,DOWNS,MISSED FG,-35,15,14,11,9,10,1,1,5,,R,0,,NCCR 04,NCCR 00,,17,14,12,2-0-1-2,2x2,,,1,4/3/2004,L,,,,,,,,HB-R,HB-R (-5),L,1; NCCR 00 (HB-R),INSIDE ZONE,READ OPTION,,L,12
57,"01 NCCR OFF vs. SCST (09/02/23), Play 057",57,,9,13,3,4,-1,,12,YAHOO FLANK LT THURSDAY (QK JILL SPACING X-STICK),GUN,,FLANK,,,,,YAHOO,,,JILL-JACK QK,QK JILL SPACING X-STICK,THURSDAY,,SPACING SLAY,SPACING,,,,,P,,SACK,4,4,N,9/2/2023,9/2/2023,1,4,3,10:15,0,DOWNS,MISSED FG,-35,15,13,11,9,11,-2,-2,4,,R,1,,NCCR 04,NCCR 04,,17,14,12,2-0-1-2,2x2,,,1,4/3/2004,L,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 00 (HB-L),DRAW,LEAD;QB RUNS,,L;L,8
58,"01 NCCR OFF vs. SCST (09/02/23), Play 058",58,,10,50,0,10,3,,21,(U) TRIPS RT Z-CAN N. PITT,UNDER,,TRIPS,,,,,CAN-Z,,,,N. PITT,,PITT,,,,,,,R,,,4,28,N,9/2/2023,9/2/2023,1,4,1,8:56,0,MUFFED PUNT,TOUCHDOWN,50,0,50,4,10,1,3,3,10,,R,0,,NCCR 04,NCCR 28,,17,14,12,2-0-1-2,2x2,,,4,4/4/2003,L,,,,,,,,HB,HB (-7),R,1; NCCR 28 (HB),POWER,,,R;R,6
59,"01 NCCR OFF vs. SCST (09/02/23), Play 059",59,,10,47,2,7,11,,21,FIB THIEF LT BILLY Z-TOPGUN LEECH CUT X-STICK,GUN,X,THIEF,,,BILLY,,TOPGUN-Z,,,,LEECH CUT X-STICK,,ROACH-LEECH CUT,STICK-X,STICK-X,,,,,P,,,4,2,Y,9/2/2023,9/2/2023,1,4,2,8:23,0,MUFFED PUNT,TOUCHDOWN,50,0,47,4,10,2,11,11,7,1,P,0,COMPLETE,NCCR 04,NCCR 02,,17,14,12,2-0-1-2,2x2,1.7,6,3,4/4/2003,L,,M,NCCR 02,,,,,HB-R,HB-R (-6),,1; NCCR 28 (HB-R),INSIDE ZONE,,,L;L,15
60,"01 NCCR OFF vs. SCST (09/02/23), Play 060",60,,10,36,1,10,0,,12,DEUCE RT SLOT N. TEXAS Z-SKI,GUN,,DEUCE,,SLOT,,,,,,TEXAS,N. TEXAS Z-SKI,,,SKI-Z,SKI-Z,,,,,P,DROP,DROP,4,10,N,9/2/2023,9/2/2023,1,4,1,7:42,0,MUFFED PUNT,TOUCHDOWN,50,0,36,4,10,3,,0,10,,P,0,INCOMPLETE,NCCR 04,,,17,14,12,2-0-1-2,3x1,4.8,,,4/4/2003,R,,R,NCCR 10,,,,,HB-L,HB-L (-6),,1; NCCR 28 (HB-L),UNDEFINED,,,L;R,9
61,"01 NCCR OFF vs. SCST (09/02/23), Play 061",61,#19 BLOCK,10,36,2,10,36,,12,(PEEK) FLANK RT H-CREEP ROACH STREET,GUN,,FLANK,,,,,CREEP-H,,,,ROACH STREET,PEEK,ROACH-LEECH STREET,,,,,STREET,,P,,,4,86,Y,9/2/2023,9/2/2023,1,4,2,7:33,0,MUFFED PUNT,TOUCHDOWN,50,0,36,4,10,4,36,36,10,1,P,1,COMPLETE,NCCR 04,NCCR 86,,17,14,12,2-0-1-2,2x2,2.3,38,0,4/4/2003,R,,M,NCCR 86,,,,,HB-L,HB-L (-6),,1; NCCR 00 (HB-L),INSIDE ZONE,,,R;R,18
62,"01 NCCR OFF vs. SCST (09/02/23), Play 062",62,,11,22,0,10,1,,21,(U) TRIPS LT Z-CAN S. PITT,UNDER,,TRIPS,,,,,CAN-Z,,,,S. PITT,,PITT,,,,,,,R,,,4,0,N,9/2/2023,9/2/2023,1,4,1,6:37,4,INTERCEPTION,INTERCEPTION,22,7,22,6,11,1,1,1,10,,R,0,,NCCR 04,NCCR 00,,24,21,12,2-0-1-2,2x2,,,3,4/4/2003,R,,,,,,,,HB,HB (-7),L,1; NCCR 00 (HB),POWER,,,L;L,2
63,"01 NCCR OFF vs. SCST (09/02/23), Play 063",63,,11,21,2,9,0,,21,FLANK RT SQUEEZE QK JACK SPACING X-STICK,GUN,,FLANK,,SQUEEZE,,,,,,JILL-JACK QK,QK JACK SPACING X-STICK,,,SPACING STICK-X,SPACING,,,,,P,,,4,22,N,9/2/2023,9/2/2023,1,4,2,6:04,4,INTERCEPTION,INTERCEPTION,22,7,21,6,11,2,,0,9,,P,0,INCOMPLETE,NCCR 04,,,24,21,12,2-0-1-2,2x2,1.8,,,4/4/2003,R,,M,NCCR 22,,,,,HB-R,HB-R (-6),,1; NCCR 00 (HB-R),,,,R;R,14
64,"01 NCCR OFF vs. SCST (09/02/23), Play 064",64,,11,21,3,9,12,,11,DAFFY RT FLY LOAD SLOP R-SWING,GUN,,DAFFY,,,,,,,FLY,LOAD-ROCK,LOAD SLOP R-SWING,,,SLOP SWING-R,SLOP,,,,,P,,,4,4,Y,9/2/2023,9/2/2023,1,4,3,6:00,4,INTERCEPTION,INTERCEPTION,22,7,21,6,11,3,12,12,9,1,P,0,RUN,NCCR 04,NCCR 04,,24,21,11,3-0-1-1,3x2,4,,0,4/4/2003,R,,X,,,,NCCR 76,R,EMPTY,,,,,,,,11
65,"01 NCCR OFF vs. SCST (09/02/23), Play 065",65,,11,9,1,9,3,,11,(PEEK) TRAIN LT OFF LION OLY,GUN,,TRAIN,OFF,,,,,,,,LION OLY,PEEK,BEAR-LION OMAR,,,,,,,R,,,4,4,N,9/2/2023,9/2/2023,1,4,1,5:29,4,INTERCEPTION,INTERCEPTION,22,7,9,6,11,4,3,3,9,,R,0,,NCCR 04,NCCR 04,,24,21,11,3-0-1-1,3x1,,,1,4/4/2003,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),OUTSIDE ZONE,SPEED OPTION,,L,10
66,"01 NCCR OFF vs. SCST (09/02/23), Play 066",66,,11,6,2,6,-1,,12,FLANK LT H-CREEP LEECH STREET,GUN,,FLANK,,,,,CREEP-H,,,,LEECH STREET,,ROACH-LEECH STREET,,,,,STREET,,R,,,4,28,N,9/2/2023,9/2/2023,1,4,2,4:53,4,INTERCEPTION,INTERCEPTION,22,7,6,6,11,5,-1,-1,6,,R,1,,NCCR 04,NCCR 28,,24,21,12,2-0-1-2,2x2,,,1,4/4/2003,L,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 28 (HB-R),INSIDE ZONE,,,L,13
67,"01 NCCR OFF vs. SCST (09/02/23), Play 067",67,,11,7,3,7,,,12,FIB DEUCE RT SLOT BEETLE STREET,GUN,X,DEUCE,,SLOT,,,,,,,BEETLE STREET,,BEETLE-SPIDER STREET,,,,,STREET,,P,INT,INT,4,17,N,9/2/2023,9/2/2023,1,4,3,4:13,4,INTERCEPTION,INTERCEPTION,22,7,7,6,11,6,,0,7,,P,0,INTERCEPTION,NCCR 04,,,24,21,12,2-0-1-2,3x1,4.3,,,4/4/2003,L,SCST D44,R,NCCR 17,,,,,HB-R,HB-R (-6),,1; NCCR 28 (HB-R),INSIDE ZONE,,,L;R,7
68,"01 NCCR OFF vs. SCST (09/02/23), Play 068",68,,12,-41,0,10,8,,11,Z-TOXIC LT Y-CREEP JAGUAR BOB,GUN,,TOXIC,,,,,CREEP-Y,,,,JAGUAR BOB,4 MINUTE,WOLF-JAGUAR BOB,,,,,,,R,,,11,13,Y,9/2/2023,9/2/2023,1,4,1,1:54,0,PUNT - RETURN,END OF GAME,-41,49,-41,3,12,1,8,8,10,,R,0,,NCCR 11,NCCR 13,,24,21,11,3-0-1-1,0x3,,,4,4/4/2003,L,,,,,,,,HB-L; FB-L,HB-L (-5); FB-L (-2),R,2; NCCR 13 (HB-L); NCCR 17 (FB-L),OUTSIDE ZONE,READ OPTION;SPLIT,,,24
69,"01 NCCR OFF vs. SCST (09/02/23), Play 069",69,,12,-49,2,2,5,,11,Z-TOXIC LT Y-CREEP JAGUAR BOB,GUN,,TOXIC,,,,,CREEP-Y,,,,JAGUAR BOB,4 MINUTE,WOLF-JAGUAR BOB,,,,,,,R,,,11,13,Y,9/2/2023,9/2/2023,1,4,2,1:18,0,PUNT - RETURN,END OF GAME,-41,49,-49,3,12,2,5,5,2,1,R,0,,NCCR 11,NCCR 13,,24,21,11,3-0-1-1,0x3,,,2,4/4/2003,C,,,,,,,,HB-L; FB-L,HB-L (-5); FB-L (-2),R,2; NCCR 13 (HB-L); NCCR 17 (FB-L),OUTSIDE ZONE,READ OPTION,,,12
70,"01 NCCR OFF vs. SCST (09/02/23), Play 070",70,,12,46,1,10,-2,,,VICTORY,,,,,,,,,,,,VICTORY,4 MINUTE,,,,,,,,X,,,11,,N,9/2/2023,9/2/2023,1,4,1,0:33,0,PUNT - RETURN,END OF GAME,-41,49,46,3,12,3,-3,-3,10,,R,0,,NCCR 11,NCCR 11,,24,21,13,1-0-1-3,1x1,,,0,4/4/2003,R,,,,,,,,HB; FB-L; FB-R,HB (-9); FB-L (-2); FB-R (-2),U,3; NCCR 13 (FB-L); NCCR 19 (HB); NCCR 35 (FB-R),UNDEFINED,,,L;R,0
131,"03 NCCR OFF vs. GAST (09/16/23), Play 001",1,,1,-38,1,10,9,,12,(U) FIB DEUCE RT WOLF RENO H-SLIDE Y-TARDY,UNDER,X,DEUCE,,,,,SLIDE-H,,,WOLF-JAGUAR RENO,WOLF RENO H-SLIDE Y-TARDY,,,SLIDE-H TARDY-Y,SLIDE-H,TARDY-Y,,,,R,,,4,4,Y,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"03 NCCR OFF vs. GAST (09/16/23), Play 002",2,,1,-47,2,1,-1,,12,NINER PITT,PISTOL,,TRIPS,,OX,,,,,,,NINER PITT,NINER,PITT,,,,,,,R,,,4,13,N,9/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"03 NCCR OFF vs. GAST (09/16/23), Play 003",3,,1,-45,3,2,1,,21,FIRE SNEAKER,UNDER,,TRIX,,,,,YAHOO,JET-X,IN-H,,FIRE SNEAKER,FIRE,SNEAKER,,,,,,,R,,,4,4,N,9/16/2023,9/16/2023,3,1,3,11:59,0,PUNT - RETURN,DOWNS,-37,-44,-45,4,1,3,1,1,2,,R,0,,NCCR 04,NCCR 04,,0,0,12,2-0-1-2,0x3,,,1,3/4/2004,C,,,,,,,,HB; FB,HB (-6); FB (-2),U,2; NCCR 13 (HB); NCCR 35 (FB),SNEAK,,,R,26
134,"03 NCCR OFF vs. GAST (09/16/23), Play 004",4,,1,-46,4,1,-2,,21,FIRE WOLF GARBAGE,UNDER,,TRIX,,,,,YAHOO,JET-X,,,FIRE GARBAGE,FIRE,WOLF-JAGUAR SWEEP,,,,,,,R,,,4,12,N,9/16/2023,9/16/2023,3,1,4,11:15,0,PUNT - RETURN,DOWNS,-37,-44,-46,4,1,4,-2,-2,1,,R,0,,NCCR 04,NCCR 12,,0,0,12,2-0-1-2,1x3,,,0,3/4/2004,C,,,,,,,,HB,HB (-7),R,1; NCCR 13 (HB),TRICK,,,R;R,17
135,"03 NCCR OFF vs. GAST (09/16/23), Play 005",5,,2,-25,1,10,1,,12,YAC FIB TROLLY LT BUNDLE SPIDER BOOK FORCE,GUN,X,TROLLY,,,,,AC-Y,,,,SPIDER BOOK FORCE,,BEETLE-SPIDER BOOK,,,,,,FORCE,P,C,,11,19,N,9/16/2023,9/16/2023,3,1,1,8:44,0,KICKOFF - TB,PUNT,-25,-47,-25,5,2,1,1,1,10,,P,1,COMPLETE,NCCR 11,NCCR 19,,0,-7,12,2-0-1-2,3x1,1.4,5,0,3/4/2004,L,,L,NCCR 19,,,,,HB-L,HB-L (-5),,1; NCCR 01 (HB-L),INSIDE ZONE,,,,9
136,"03 NCCR OFF vs. GAST (09/16/23), Play 006",6,,2,-26,2,9,15,,12,FLANK LT S. LA GRONK HERO,GUN,,FLANK,,,,,,,,LA,S. LA GRONK HERO,,,GRONK HERO,GRONK,HERO,,,,P,C,,11,18,Y,9/16/2023,9/16/2023,3,1,2,8:16,0,KICKOFF - TB,PUNT,-25,-47,-26,5,2,2,15,15,9,1,P,0,COMPLETE,NCCR 11,NCCR 18,,0,-7,12,2-0-1-2,2x2,2.1,6,2,3/4/2004,L,,M,NCCR 18,,,,,HB-R,HB-R (-5),L,1; NCCR 13 (HB-R),POWER,,,L;L,19
