pff_PLAYID,pff_GAMEID,pff_GAMEDATE,pff_GAMESEASON,pff_WEEK,pff_GSISGAMEKEY,pff_GSISPLAYID,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_BLITZDOG,pff_CATCHABLE,pff_DEEPPASS,pff_DEFSCORE,pff_DRAW,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GARBAGETIME,pff_FIRST_DOWN_GAINED,pff_GETOFFTIME,pff_KICKYARDS,pff_NOHUDDLE,pff_NOPLAY,pff_OFFFORMATIONUNBALANCED,pff_OFFSCORE,pff_OPTION,pff_PENALTYYARDS,pff_PLAYACTION,pff_PREVIOUSPFFPLAYID,pff_NEXTPFFPLAYID,pff_RETURNYARDS,pff_SCORE,pff_SCREEN,pff_SNAPTIME,pff_SORTORDER,pff_STUNT,pff_TIMETOPRESSURE,pff_TIMETOTHROW,pff_TRICKLOOK,pff_TRICKPLAY,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_2MINUTE,pff_3MINUTE,pff_BALLCARRIER,pff_BOXPLAYERS,pff_BUNCHED,pff_CENTERPASSBLOCKDIRECTION,pff_CHECKROUTE,pff_CHIPROUTE,pff_DBDEPTH,pff_DEFFRONT,pff_DEFPERSONNEL,pff_DEFPLAYERS,pff_DEFPLAYERSRATINGS,pff_DEFSUBSTITUTIONS,pff_DEFSUCCESS,pff_DEFTEAM,pff_DISTANCE,pff_DLDROP,pff_DLTECHNIQUES,pff_DOUBLETEAM,pff_DRIVEENDEVENT,pff_DRIVEENDFIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVESTARTEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DROPBACKDEPTH,pff_DROPBACKTYPE,pff_FIELDPOSITION,pff_FIRSTCONTACT,pff_FORCEDFUMBLE,pff_FUMBLE,pff_FUMBLERECOVERY,pff_GAINLOSSNET,pff_GUNNERS,pff_HANGTIME,pff_HASH,pff_HASHDEF,pff_HIT,pff_HURRY,pff_INCOMPLETIONTYPE,pff_INJURED,pff_INTERCEPTION,pff_KEYPLAYERS,pff_KICKCONTACT,pff_KICKDEPTH,pff_KICKDIRACTUAL,pff_KICKDIRINTENDED,pff_KICKER,pff_KICKRESULT,pff_KICKTYPE,pff_KICKWIDTH,pff_KICKZONE,pff_LBDEPTH,pff_MISSEDTACKLE,pff_MOFOCPLAYED,pff_MOFOCSHOWN,pff_NEGATIVEPFFGRADE,pff_OFFFORMATION,pff_OFFFORMATIONGROUP,pff_OFFODDITIES,pff_OFFPERSONNEL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNELSKILL,pff_OFFPLAYERS,pff_OFFPLAYERSRATINGS,pff_OFFSUBSTITUTIONS,pff_OFFSUCCESS,pff_OFFTEAM,pff_ONLOS,pff_OPERATIONTIME,pff_PASSBLOCKING,pff_PASSBREAKUP,pff_PASSCOVERAGE,pff_PASSCOVERAGE1,pff_PASSCOVERAGE2,pff_PASSCOVERAGEPLAYERS,pff_PASSDEPTH,pff_PASSDIRECTION,pff_PASSER,pff_PASSPATTERN,pff_PASSPATTERNBASIC,pff_PASSPATTERNBYPLAYER,pff_PASSRECEIVERPOSITIONTARGET,pff_PASSRECEIVERTARGET,pff_PASSRESULT,pff_PASSROUTETARGET,pff_PASSROUTETARGETGROUP,pff_PASSRUSHPLAYERS,pff_PASSRUSHRESULT,pff_PASSWIDTH,pff_PASSZONE,pff_PENALTY,pff_PISTOL,pff_PLAYACTIONFAKE,pff_PLAYENDFIELDPOSITION,pff_POAACTUAL,pff_POACHANGEREASON,pff_POAINTENDED,pff_POSITIVEPFFGRADE,pff_PRESS,pff_PRESSUREDETAIL,pff_PUMPFAKE,pff_PUNTRUSH,pff_PURSUIT,pff_QB,pff_QBMOVEDOFFSPOT,pff_QBPRESSURE,pff_QBPRESSUREALLOWED,pff_QBRESET,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RETDIRECTIONINTENDED,pff_RETURNDIRECTION,pff_RETURNER,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_RUNPASS,pff_SACK,pff_SCOREDIFFERENTIAL,pff_SHIFTMOTION,pff_SHOTGUN,pff_SPECIALTEAMSTYPE,pff_STOP,pff_STSAFETIES,pff_TACKLE,pff_TACKLEASSIST,pff_TEALIGNMENT,pff_TOUCHDOWN,pff_UNBLOCKEDPRESSURE,pff_VISE,pff_WRALIGNMENT,pff_CONTESTED,pff_RUNPASSOPTION,pff_PLAYCLOCK
5177835,24379,2023-09-23,2023,04,401234,,1,1,15:00,0,,0,0,0,1,1,0,0,,,,0,0,0,0,1,,0,5177672,5177891,,0.00,0,,2,0,,,0,0,,1,0,0,NCCR 04,6; FLUN D06 (12); FLUN D17 (24); FLUN D23 (02); FLUN D88 (29); FLUN D94 (15); FLUN D99 (22),,,,,LCB (6); FS (11); FSR (11); SCBR (3); RCB (1),LOLB (02); LLB (12); LE (15); NT (22); RILB (24); RE (29),3-3-5,FLUN D01 (SCBR); FLUN D03 (LCB); FLUN D06 (LLB); FLUN D08 (RCB); FLUN D10 (FSR); FLUN D14 (FS); FLUN D17 (RILB); FLUN D23 (LOLB); FLUN D88 (RE); FLUN D94 (LE); FLUN D99 (NT),FLUN D01 (0.0); FLUN D03 (0.0); FLUN D06 (0.0); FLUN D08 (0.0); FLUN D10 (0.0); FLUN D14 (0.0); FLUN D17 (+0.5); FLUN D23 (-1.0); FLUN D88 (0.0); FLUN D94 (0.0); FLUN D99 (0.0),DRIVE START,1G,FLUN,10,,LE (15); NT (22); RE (29),,PUNT,-32,3,KICKOFF - TB,-25,,,-25,FLUN D23,,,,0,,,L,R,,,,,,NCCR 04 (QB); FLUN D17 (RILB); FLUN D23 (LOLB),,,,,,,,,,LOLB (1); LLB (4); RILB (4),FLUN D23,O,O,FLUN D23,LWR^; SLWR; HB-R; TE-R; RWR^,2x2,,3-0-1-1,11,NCCR 02; NCCR 10; NCCR 19; NCCR 21; NCCR 81,NCCR 02 (LWR); NCCR 04 (QB); NCCR 10 (SLWR); NCCR 19 (RWR); NCCR 21 (HB-R); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (TE-R),NCCR 02 (0.0); NCCR 04 (0.0); NCCR 10 (0.0); NCCR 19 (0.0); NCCR 21 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 81 (0.0),DRIVE START,3R,NCCR,NCCR 02; NCCR 19,,,,4,,,,,,,,,,,,,,,,,,,,,,-25,RE,,RE,FLUN D17,FLUN D08 > NCCR 02,,0,,,NCCR 04,0,,,0,,HB-R,HB-R (-6),R,1; NCCR 21 (HB-R),,,,OUTSIDE ZONE,SPEED OPTION,R,,0,NCCR 10* (R:Lx); NCCR 81* (L:Rx),S,,FLUN D17,,FLUN D17,,R,,,,LWR^(-18.5); SLWR(-14.5); RWR^(+11.5),,0,13
5177891,24379,2023-09-23,2023,04,401234,,1,2,14:22,0,1,0,0,0,1,2,3,0,,,,0,0,1,0,0,,0,5177835,5177960,,0.00,1,,3,0,,1.6,1,0,4,3,0,0,NCCR 81,7; FLUN D01 (07); FLUN D03 (06); FLUN D06 (27); FLUN D17 (19); FLUN D88 (15); FLUN D94 (29); FLUN D99 (22),,R,,,FSR (12); SCBiR (3); SCBoR (6); RCB (6),LLB (06); LOLB (07); LE (15); LILB (19); NT (22); RILB (27); RE (29),3-3-5,FLUN D01 (LOLB); FLUN D03 (LLB); FLUN D06 (RILB); FLUN D08 (RCB); FLUN D10 (FSR); FLUN D14 (SCBoR); FLUN D17 (LILB); FLUN D23 (SCBiR); FLUN D88 (LE); FLUN D94 (RE); FLUN D99 (NT),FLUN D01 (0.0); FLUN D03 (0.0); FLUN D06 (0.0); FLUN D08 (0.0); FLUN D10 (0.0); FLUN D14 (0.0); FLUN D17 (+0.5); FLUN D23 (0.0); FLUN D88 (0.0); FLUN D94 (0.0); FLUN D99 (0.0),,1G,FLUN,10,,LE (15); NT (22); RE (29),,PUNT,-32,3,KICKOFF - TB,-25,0,RL,-25,FLUN D17,,,,3,,,R,L,,,,,,FLUN D17 (LILB),,,,,,,,,,LOLB (0); LLB (5); LILB (4); RILB (4),,C,C,,LWR^; SLoWR^; SLiWR; HB-L; TE-R,3x1,,3-0-1-1,11,NCCR 02; NCCR 10; NCCR 19; NCCR 21; NCCR 81,NCCR 02 (LWR); NCCR 04 (QB); NCCR 10 (SLoWR); NCCR 19 (SLiWR); NCCR 21 (HB-L); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (TE-R),NCCR 02 (0.0); NCCR 04 (0.0); NCCR 10 (0.0); NCCR 19 (0.0); NCCR 21 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 81 (0.0),,3R,NCCR,NCCR 02; NCCR 10,,5; NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT),,3S,FLUN D17,,7; FLUN D03; FLUN D06; FLUN D08; FLUN D10; FLUN D14; FLUN D17; FLUN D23,-1,M,NCCR 04 (QB),LWR 9z; SLoWR z; SLiWR frxj(-4); HB-L fl; TE-R s1(-2),9; -; X; -; H1,NCCR 02 9z; NCCR 10 z; NCCR 19 frxj(-4); NCCR 21 fl; NCCR 81 s1(-2),TE-R,NCCR 81,COMPLETE,s1(-2),RS,4; FLUN D01 (LOLB); FLUN D88 (LE); FLUN D94 (RE); FLUN D99 (NT),,29,4,,,NCCR 19; NCCR 21,-28,,,,FLUN D17,,,0,,,NCCR 04,0,,,0,,HB-L,HB-L (-6),,1; NCCR 21 (HB-L),,,,,,P,,0,NCCR 19* (L:R{L}),S,,FLUN D17,,FLUN D17,,R,,,,LWR^(-17.5); SLoWR^(-9.5); SLiWR(+2.5),,0,9
5177960,24379,2023-09-23,2023,04,401234,,1,3,13:46,1,0,0,0,0,1,3,4,0,,,,0,0,0,0,0,,0,5177891,5178034,,0.00,0,,4,1,2.0,5.0,0,0,,12,0,0,NCCR 04,6; FLUN D01 (36); FLUN D06 (09); FLUN D11 (27); FLUN D15 (23); FLUN D17 (16); FLUN D88 (22),NCCR 10; NCCR 19,C,,,LCB (6); LCB (2); FS (14); SSR (8); RCB (7),LOLB (09); LILB (16); NT (22); MLB (23); DRT (27); SSR (35); ROLB (36),2-4-5,FLUN D01 (ROLB); FLUN D03 (LCB); FLUN D06 (LOLB); FLUN D08 (RCB); FLUN D10 (SSR); FLUN D11 (DRT); FLUN D14 (FS); FLUN D15 (MLB); FLUN D17 (LILB); FLUN D23 (LCB); FLUN D88 (NT),FLUN D01 (0.0); FLUN D03 (0.0); FLUN D06 (0.0); FLUN D08 (0.0); FLUN D10 (0.0); FLUN D11 (+0.5); FLUN D14 (0.0); FLUN D15 (+0.5); FLUN D17 (0.0); FLUN D23 (0.0); FLUN D88 (0.0),FLUN D11; FLUN D15,1G,FLUN,7,,NT (22); DRT (27),,PUNT,-32,3,KICKOFF - TB,-25,7,SL,-28,FLUN D15,,,,4,,,C,C,,FLUN D15,,,,NCCR 04 (QB); NCCR 21 (HB-L); FLUN D11 (DRT); FLUN D15 (MLB),,,,,,,,,,LOLB (1); LILB (0); MLB (4); ROLB (0),,C,C,NCCR 21,LWR^; HB-L; TE-R; SRWR^; RWR,1x3,,3-0-1-1,11,NCCR 02; NCCR 10; NCCR 19; NCCR 21; NCCR 81,NCCR 02 (LWR); NCCR 04 (QB); NCCR 10 (SRWR); NCCR 19 (RWR); NCCR 21 (HB-L); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (TE-R),NCCR 02 (0.0); NCCR 04 (0.0); NCCR 10 (0.0); NCCR 19 (0.0); NCCR 21 (-0.5); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (0.0); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 81 (0.0),,3R,NCCR,NCCR 02; NCCR 10,,5; NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT),,3b,,,7; FLUN D01; FLUN D03; FLUN D06; FLUN D08; FLUN D10; FLUN D14; FLUN D23,0,X,NCCR 04 (QB),LWR x6(3); HB-L kl; TE-R xd(4); SRWR 9s; RWR 6(10),X; -; X; 9; 6,NCCR 02 x6(3); NCCR 21 kl; NCCR 81 xd(4); NCCR 10 9s; NCCR 19 6(10),,,RUN,,,4; FLUN D11 (DRT); FLUN D15 (MLB); FLUN D17 (LILB); FLUN D88 (NT),HURRY,,,,,,-32,QB SCRAMBLE,,QB SCRAMBLE,FLUN D11; FLUN D15,,FLUN D15 (BOR) NCCR 21,0,,,NCCR 04,1,FLUN D15,NCCR 21,0,C,HB-L,HB-L (-5),L,1; NCCR 21 (HB-L),,,,,,P,,0,Y,S,,FLUN D11,,FLUN D11,,R,,,,LWR^(-8.5); SRWR^(+5.5); RWR(+6.5),,0,11
5178034,24379,2023-09-23,2023,04,401234,,1,4,13:07,0,,0,0,0,,,55,0,,1.39,55,0,0,0,0,0,5,0,5177960,5178203,-3,0.00,0,0.87,5,0,,,0,0,,,0,0,FLUN 01,8; FLUN 00; FLUN 20; FLUN 22; FLUN 30; FLUN D15; FLUN D18; FLUN D27; FLUN D29,,,,,,8-0,,FLUN 00 (PDR2); FLUN 01 (PR); FLUN 20 (PDL2); FLUN 22 (PDL3); FLUN 30 (PDR4); FLUN D02 (VL); FLUN D15 (PDL1); FLUN D18 (PDL4); FLUN D27 (PDR3); FLUN D28 (VR); FLUN D29 (PDR1),FLUN 00 (-1.0); FLUN 01 (0.0); FLUN 20 (0.0); FLUN 22 (0.0); FLUN 30 (0.0); FLUN D02 (0.0); FLUN D15 (0.0); FLUN D18 (0.0); FLUN D27 (0.0); FLUN D28 (0.0); FLUN D29 (0.0),,,FLUN,3,,,,,,,,,,,-32,,,,,63,NCCR 38 (GLx); NCCR D29 (GRa),3.21,L,R,,,,,,NCCR 86 (PRG); NCCR D09 (PLT); NCCR D28 (PLG); NCCR D29 (GR); NCCR D43 (PRT); NCCR S44 (P); NCCR S54 (PLS); FLUN 00 (PDR2); FLUN 01 (PR),CFFG,48,L,L,NCCR S44,RETURNED,N,17,3L,,,,,NCCR 86; NCCR D29; NCCR D43; NCCR S44; NCCR S54; FLUN 00,,,,,,,NCCR 38 (GL); NCCR 56 (PPRi); NCCR 65 (PPRo); NCCR 86 (PRG); NCCR D09 (PLT); NCCR D28 (PLG); NCCR D29 (GR); NCCR D43 (PRT); NCCR D53 (PPL); NCCR S44 (P); NCCR S54 (PLS),NCCR 38 (0.0); NCCR 56 (0.0); NCCR 65 (0.0); NCCR 86 (-0.5); NCCR D09 (0.0); NCCR D28 (+0.5); NCCR D29 (-0.5); NCCR D43 (-0.5); NCCR D53 (0.0); NCCR S44 (-0.5); NCCR S54 (-0.5),,,NCCR,NCCR 38; NCCR 86; NCCR D09; NCCR D28; NCCR D29; NCCR D43; NCCR S54,2.26,,,,,,,,,,,,,,,,,,,,,,FLUN 00 DH,,,+5,,,,NCCR D28,,,0,2; FLUN D15 (PDL1); FLUN D27 (PDR3),,,0,,,0,,L,,,,,,FLUN 01,,,,,0,,,PUNT,,1; FLUN 30 (PDR4),,,,,,FLUN D02 (VL); FLUN D28 (VR),,,0,10
5178865,24379,2023-09-23,2023,04,401234,,1,1,08:26,1,0,1,7,0,2,1,,0,,,,0,0,0,0,0,,1,5178819,5178941,,7.00,0,,18,0,3.0,3.9,1,0,,,0,0,,6; FLUN D01 (32); FLUN D06 (32); FLUN D17 (20); FLUN D88 (27); FLUN D94 (12); FLUN D99 (19),NCCR 19; NCCR 35,R,,,LCB (6); FS (12); SCBR (2); SCBR (7); RCB (3),LEO (12); DLT (19); LILB (20); DRT (27); REO (32); RLB (32),3-4-4,FLUN D01 (REO); FLUN D03 (LCB); FLUN D06 (RLB); FLUN D08 (RCB); FLUN D10 (SCBR); FLUN D14 (FS); FLUN D17 (LILB); FLUN D34 (SCBR); FLUN D88 (DRT); FLUN D94 (LEO); FLUN D99 (DLT),FLUN D01 (0.0); FLUN D03 (0.0); FLUN D06 (0.0); FLUN D08 (0.0); FLUN D10 (0.0); FLUN D14 (0.0); FLUN D17 (0.0); FLUN D34 (+0.5); FLUN D88 (0.0); FLUN D94 (0.0); FLUN D99 (0.0),DRIVE START,1G,FLUN,10,,LEO (12); DLT (19); DRT (27); REO (32),,PUNT,-26,3,KICKOFF - TB,-25,9,SD,-25,,,,,0,,,L,R,,FLUN D34,UT,,,NCCR 11 (QB); NCCR 75 (LT); FLUN D34 (SCBR),,,,,,,,,,LILB (4); RLB (4),,C,C,NCCR 11; NCCR 75,LWR^; SLWR; TE-L; HB-L; RWR^,3x1,TE>SLWR,2-0-1-2,12,NCCR 03; NCCR 13; NCCR 19; NCCR 35; NCCR 81,NCCR 03 (RWR); NCCR 11 (QB); NCCR 13 (HB-L); NCCR 19 (LWR); NCCR 35 (SLWR); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (TE-L),NCCR 03 (0.0); NCCR 11 (-0.5); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 35 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (-0.5); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 81 (0.0),DRIVE START,3R,NCCR,NCCR 03; NCCR 19,,6; NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (TE-L),,3b,FLUN D10,,6; FLUN D03; FLUN D06; FLUN D08; FLUN D10; FLUN D14; FLUN D17,21,M,NCCR 11 (QB),LWR xo(10); SLWR xu(-3); TE-L k; HB-L frh76(4); RWR x7(18),X; X; -; H7; x7,NCCR 19 xo(10); NCCR 35 xu(-3); NCCR 81 k; NCCR 13 frh76(4); NCCR 03 x7(18),LWR,NCCR 19,INCOMPLETE,xo(10),XR,5; FLUN D01 (REO); FLUN D34 (SCBR); FLUN D88 (DRT); FLUN D94 (LEO); FLUN D99 (DLT),HURRY,43,5R,,,NCCR 13,-25,,,,FLUN D34,,FLUN D34 (O) NCCR 75,0,,,NCCR 11,1,FLUN D34,NCCR 75,0,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,COUNTER,,P,,-7,NCCR 35* (L:R{L}),S,,,,,,L,,,,LWR^(-13.5); SLWR(-12.5); RWR^(+7.5),,0,22
5178941,24379,2023-09-23,2023,04,401234,,1,2,08:19,1,,0,7,0,2,2,1,0,,,,0,0,0,0,0,,0,5178865,5178983,,7.00,0,,19,1,,,0,0,,2,0,0,NCCR 13,7; FLUN D01 (33); FLUN D06 (09); FLUN D08 (44); FLUN D17 (24); FLUN D88 (28); FLUN D94 (15); FLUN D99 (19),,,,,LCB (3); SCBL (4); FSL (11); SSR (8),LLB (09); LE (15); DLT (19); RILB (24); DRT (28); REO (33); SSR (38); RLB (44),3-4-4,FLUN D01 (REO); FLUN D03 (LCB); FLUN D06 (LLB); FLUN D08 (RLB); FLUN D10 (SSR); FLUN D14 (FSL); FLUN D17 (RILB); FLUN D34 (SCBL); FLUN D88 (DRT); FLUN D94 (LE); FLUN D99 (DLT),FLUN D01 (+1.0); FLUN D03 (0.0); FLUN D06 (0.0); FLUN D08 (0.0); FLUN D10 (0.0); FLUN D14 (0.0); FLUN D17 (0.0); FLUN D34 (0.0); FLUN D88 (0.0); FLUN D94 (0.0); FLUN D99 (0.0),,1G,FLUN,10,,LE (15); DLT (19); DRT (28); REO (33),,PUNT,-26,3,KICKOFF - TB,-25,,,-25,FLUN D01,,,,1,,,L,R,,,,,,NCCR 75 (LT); FLUN D01 (REO),,,,,,,,,,LLB (4); RILB (4); RLB (2),,C,O,NCCR 75,TE-L^; HB-R; TE-R; SRWR; RWR^,1x3,,2-0-1-2,12,NCCR 10; NCCR 13; NCCR 19; NCCR 35; NCCR 81,NCCR 10 (RWR); NCCR 11 (QB); NCCR 13 (HB-R); NCCR 19 (SRWR); NCCR 35 (TE-R); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (TE-L),NCCR 10 (0.0); NCCR 11 (0.0); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 35 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (-1.0); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 81 (0.0),NCCR 10,3R,NCCR,NCCR 10; NCCR 81,,,,3CRb,,,,,,,TE-L r; HB-R r; TE-R r; SRWR 2(5); RWR 4(5),-; -; -; 2; 4,NCCR 81 r; NCCR 13 r; NCCR 35 r; NCCR 19 2(5); NCCR 10 4(5),,,,,,,,,,,,,-26,MR,,MR,FLUN D01,,,0,,,NCCR 11,0,,,0,,HB-R,HB-R (-6),L,1; NCCR 13 (HB-R),,,,INSIDE ZONE,BACKSIDE FOLD,R,,-7,NCCR 13 (B:B),S,,FLUN D01,,FLUN D01,,L;R,,,,SRWR(+6.5); RWR^(+10.5),,1,6
5178983,24379,2023-09-23,2023,04,401234,,1,3,07:57,1,0,0,7,0,2,3,,0,,,,0,0,0,0,0,,0,5178941,5179016,,7.00,0,,20,1,,2.7,0,0,,,0,0,,6; FLUN D01 (35); FLUN D06 (25); FLUN D11 (25); FLUN D15 (20); FLUN D17 (08); FLUN D88 (16),,R,,,LCB (1); SCBoL (6); FS (15); FSR (13); RCB (7),LOLB (08); DLT (16); LILB (20); DRT (25); RILB (25); ROLB (35),2-4-5,FLUN D01 (ROLB); FLUN D03 (LCB); FLUN D06 (RILB); FLUN D08 (RCB); FLUN D10 (FSR); FLUN D11 (DRT); FLUN D14 (FS); FLUN D15 (LILB); FLUN D17 (LOLB); FLUN D23 (SCBoL); FLUN D88 (DLT),FLUN D01 (+0.5); FLUN D03 (0.0); FLUN D06 (0.0); FLUN D08 (0.0); FLUN D10 (0.0); FLUN D11 (0.0); FLUN D14 (0.0); FLUN D15 (+1.0); FLUN D17 (0.0); FLUN D23 (0.0); FLUN D88 (0.0),FLUN D11; FLUN D15; FLUN D23,1G,FLUN,9,,DLT (16); DRT (25),,PUNT,-26,3,KICKOFF - TB,-25,6,SD,-26,,,,,0,,,L,R,,,BP,,,NCCR 75 (LT); FLUN D01 (ROLB); FLUN D15 (LILB),,,,,,,,,,LOLB (1); LILB (4); RILB (4); ROLB (0),,O,C,NCCR 75,LWR; SLWR^; SRiWR; SRoWR; RWR^,2x3,HB>SRoWR; TE>LWR; TE>RWR,2-0-1-2,12,NCCR 10; NCCR 13; NCCR 19; NCCR 35; NCCR 81,NCCR 10 (SLWR); NCCR 11 (QB); NCCR 13 (SRoWR); NCCR 19 (SRiWR); NCCR 35 (LWR); NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT); NCCR 81 (RWR),NCCR 10 (0.0); NCCR 11 (0.0); NCCR 13 (0.0); NCCR 19 (0.0); NCCR 35 (0.0); NCCR 50 (0.0); NCCR 52 (0.0); NCCR 75 (-0.5); NCCR 76 (0.0); NCCR 79 (0.0); NCCR 81 (0.0),,3R,NCCR,NCCR 10; NCCR 81,,5; NCCR 50 (RG); NCCR 52 (C); NCCR 75 (LT); NCCR 76 (LG); NCCR 79 (RT),,2b,,,7; FLUN D01; FLUN D03; FLUN D08; FLUN D10; FLUN D14; FLUN D17; FLUN D23,0,X,NCCR 11 (QB),LWR 6(5); SLWR 6(16); SRiWR x6(10); SRoWR 9s; RWR 6(5),6; 6; X; 9; 6,NCCR 35 6(5); NCCR 10 6(16); NCCR 19 x6(10); NCCR 13 9s; NCCR 81 6(5),,,BATTED PASS,,,4; FLUN D06 (RILB); FLUN D11 (DRT); FLUN D15 (LILB); FLUN D88 (DLT),,,,,,,-26,,,,FLUN D01; FLUN D15,FLUN D03 > NCCR 81,FLUN D01 (I) NCCR 75,0,,,NCCR 11,0,,,0,,EMPTY,,,,,,,,,P,,-7,,S,,,,,,,,,,LWR(-22.5); SLWR^(-15.5); SRiWR(+2.5); SRoWR(+9.5); RWR^(+16.5),,0,24
5179016,24379,2023-09-23,2023,04,401234,,1,4,07:52,0,,0,7,0,,,60,0,,1.34,60,0,0,0,0,0,10,0,5178983,5179177,21,7.00,0,0.87,21,0,,,0,0,,,0,0,FLUN 01,8; FLUN 00; FLUN 20; FLUN 22; FLUN 30; FLUN D15; FLUN D18; FLUN D27; FLUN D29,,,,,,8-0,,FLUN 00 (PDR3); FLUN 01 (PR); FLUN 20 (PDL2); FLUN 22 (PDR2); FLUN 30 (PDL4); FLUN D02 (VLo); FLUN D15 (PDL1); FLUN D18 (PDL3); FLUN D27 (PDR4); FLUN D28 (VLi); FLUN D29 (PDR1),FLUN 00 (0.0); FLUN 01 (+1.0); FLUN 20 (0.0); FLUN 22 (0.0); FLUN 30 (0.0); FLUN D02 (0.0); FLUN D15 (0.0); FLUN D18 (0.0); FLUN D27 (0.0); FLUN D28 (0.0); FLUN D29 (-1.0),,,FLUN,9,,,,,,,,,,,-26,,,,,49,NCCR 38 (GRia); NCCR D29 (GRoa),3.76,L,R,,,,,,NCCR D28 (PLT); NCCR D53 (PPL); NCCR S44 (P); NCCR S54 (PLS); FLUN 01 (PR); FLUN D29 (PDR1),CC,60,C,C,NCCR S44,RETURNED,N,27,4,,,,,NCCR S54; FLUN D29,,,,,,,NCCR 38 (GRi); NCCR 56 (PPRi); NCCR 65 (PPRo); NCCR 86 (PLG); NCCR D09 (PLW); NCCR D28 (PLT); NCCR D29 (GRo); NCCR D43 (PRG); NCCR D53 (PPL); NCCR S44 (P); NCCR S54 (PLS),NCCR 38 (0.0); NCCR 56 (0.0); NCCR 65 (0.0); NCCR 86 (0.0); NCCR D09 (0.0); NCCR D28 (+0.5); NCCR D29 (0.0); NCCR D43 (0.0); NCCR D53 (0.0); NCCR S44 (0.0); NCCR S54 (-0.5),,,NCCR,NCCR 38; NCCR 86; NCCR D09; NCCR D28; NCCR D29; NCCR D43; NCCR S54,2.21,,,,,,,,,,,,,,,,,,,,,,FLUN D29 IBW,,,+25,,,,NCCR D28; FLUN 01,,,0,1; FLUN D15 (PDL1),,,0,,,0,,L,,,,C,C,FLUN 01,,,,,-7,,,PUNT,,1; FLUN 30 (PDL4),,,,,,FLUN D02 (VLo); FLUN D28 (VLi),,,0,6
