pff_GAMEDATE,pff_WEEK,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_2MINUTE,pff_DRIVESTARTEVENT,pff_DRIVEENDEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DRIVEENDFIELDPOSITION,pff_FIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GAINLOSSNET,pff_DISTANCE,pff_FIRST_DOWN_GAINED,pff_RUNPASS,pff_RUNPASSOPTION,pff_PASSRESULT,pff_QB,pff_BALLCARRIER,pff_PENALTYYARDS,pff_SCORE,pff_SCOREDIFFERENTIAL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNEL,pff_OFFFORMATIONGROUP,pff_TIMETOTHROW,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_DEFPERSONNEL,pff_HASH,pff_INTERCEPTION,pff_PASSDIRECTION,pff_PASSRECEIVERTARGET,,pff_PENALTY,pff_QBPRESSUREALLOWED,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_SACK,pff_TEALIGNMENT,pff_PLAYCLOCK
9/23/2023,4,3,2,13:09,0,FUMBLE,MISSED FG,32,37,42,3,7,2,5,5,20,,R,0,,NCCR 04,NCCR 04,,16,-9,11,3-0-1-1,2x2,,,5,3/3/2005,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),OUTSIDE ZONE,SPEED OPTION,,L,3
9/23/2023,4,3,3,12:33,0,FUMBLE,MISSED FG,32,37,37,3,7,3,0,0,15,,P,0,COMPLETE,NCCR 04,NCCR 86,,16,-9,11,3-0-1-1,1x3,2.5,4,3,2/4/2005,L,,M,NCCR 86,,,,,HB,HB (-7),L,1; NCCR 13 (HB),POWER,,,R,12
9/23/2023,4,3,4,11:45,0,,,,,37,,,,55,0,15,,,0,,,,,16,-9,,,,,,,,C,,,,,,,,,,,,,,,,1
9/23/2023,4,3,1,7:27,0,KICKOFF - TB,PUNT,-25,-35,-25,6,8,1,1,1,10,,P,0,COMPLETE,NCCR 04,NCCR 18,,19,-12,12,2-0-1-2,3x1,1.9,1,0,3/4/2004,R,,M,NCCR 18,,,,,HB-R,HB-R (-6),,1; NCCR 13 (HB-R),,,,L;R,24
9/23/2023,4,3,2,6:46,0,KICKOFF - TB,PUNT,-25,-35,-26,6,8,2,4,4,9,,R,0,,NCCR 04,NCCR 13,,19,-12,12,2-0-1-2,3x1,,,3,3/4/2004,R,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 13 (HB-R),INSIDE ZONE,READ OPTION;SPLIT,,L;R,6
9/23/2023,4,3,3,6:11,0,KICKOFF - TB,PUNT,-25,-35,-30,6,8,3,6,6,5,1,P,0,COMPLETE,NCCR 04,NCCR 18,,19,-12,12,2-0-1-2,3x2,1.6,1,0,3/4/2004,R,,R,NCCR 18,,,,,EMPTY,,,,,,,,11
9/23/2023,4,3,1,5:29,0,KICKOFF - TB,PUNT,-25,-35,-36,6,8,4,9,9,10,,R,0,,NCCR 04,NCCR 21,,19,-12,12,2-0-1-2,4x1,,,4,3/4/2004,R,,,,,,,,EMPTY,,L,,POWER,INVERTED;READ OPTION,,L;L,4
9/23/2023,4,3,2,4:55,0,,,,,-45,,,,,-5,1,,X,0,,NCCR 04,,-5,19,-12,12,2-0-1-2,2x2,,,,3/4/2004,L,,,,,ILS,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L;R,13
9/23/2023,4,3,2,4:46,0,KICKOFF - TB,PUNT,-25,-35,-40,6,8,5,,0,6,,P,0,INCOMPLETE,NCCR 04,,,19,-12,12,2-0-1-2,2x2,2.2,,,3/4/2004,L,,R,NCCR 03,,,NCCR 75,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),,,,L;R,15
9/23/2023,4,3,3,4:39,0,KICKOFF - TB,PUNT,-25,-35,-40,6,8,6,52,-5,6,,P,0,COMPLETE,NCCR 04,NCCR 19,-5,19,-12,12,2-0-1-2,2x2,7.4,9,1,2/4/2005,L,,M,NCCR 19,,NCCR 04 IFP,NCCR 52,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),,,,L;L,1
9/23/2023,4,3,4,4:18,0,,,,,-35,,,,48,48,10,,,0,,,,,19,-12,,,,,,,,R,,,,,,,,L,,,,,,,,20
9/23/2023,4,3,1,0:13,0,FUMBLE,PUNT,-38,41,-38,9,9,1,1,1,10,,R,0,,NCCR 04,NCCR 21,,19,-12,12,2-0-1-2,2x2,,,1,3/4/2004,C,,,,,,,,HB-R,HB-R (-6),L,1; NCCR 21 (HB-R),INSIDE ZONE,READ OPTION;SPLIT,,L,12
9/23/2023,4,4,2,15:00,0,FUMBLE,PUNT,-38,41,-39,9,9,2,2,2,9,,R,0,,NCCR 04,NCCR 04,,19,-12,12,2-0-1-2,3x1,,,1,3/4/2004,C,,,,,,,,HB-L,HB-L (-5),L,1; NCCR 21 (HB-L),OUTSIDE ZONE,SPEED OPTION,,L;R,15
9/23/2023,4,4,3,14:19,0,FUMBLE,PUNT,-38,41,-41,9,9,3,6,6,7,,P,0,COMPLETE,NCCR 04,NCCR 13,,19,-12,12,2-0-1-2,2x2,2.5,7,4,2/4/2005,L,,M,NCCR 13,,,,,HB-R,HB-R (-6),,1; NCCR 13 (HB-R),,,,,4
9/23/2023,4,4,4,13:54,0,,,,,-47,,,,,5,1,1,X,0,,NCCR 04,,5,19,-12,12,2-0-1-2,0x4,,,,3/4/2004,L,,,,,FLUN D94 DOF,,,HB,HB (-7),,1; NCCR 13 (HB),,,,R;R,14
9/23/2023,4,4,1,13:54,0,FUMBLE,PUNT,-38,41,48,9,9,4,-7,-7,10,,P,0,SACK,NCCR 04,NCCR 04,,19,-12,12,2-0-1-2,1x3,4.2,,,3/4/2004,L,,X,,,,NCCR 76,,HB-R,HB-R (-6),R,1; NCCR 13 (HB-R),,,FLUN D01,R,17
9/23/2023,4,4,2,13:11,0,FUMBLE,PUNT,-38,41,-45,9,9,5,19,19,17,1,P,0,COMPLETE,NCCR 04,NCCR 81,,19,-12,12,2-0-1-2,4x0,2.8,24,2,3/3/2005,R,,M,NCCR 81,,,,,HB,HB (-7),L,1; NCCR 13 (HB),POWER,,,L,5
9/23/2023,4,4,1,12:26,0,FUMBLE,PUNT,-38,41,36,9,9,6,4,4,10,,R,0,,NCCR 04,NCCR 04,,19,-12,12,2-0-1-2,1x4,,,2,3/3/2005,L,,,,,,,,EMPTY,,R,,POWER,INVERTED;READ OPTION,,R;R,7
9/23/2023,4,4,2,11:42,0,FUMBLE,PUNT,-38,41,32,9,9,7,5,-5,6,,R,0,,NCCR 04,NCCR 04,-10,19,-12,11,3-0-1-1,0x4,,,7,3/3/2005,C,,,,,NCCR 76 OH,,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),INSIDE ZONE,READ OPTION;SPLIT,,R,3
9/23/2023,4,4,2,11:14,0,FUMBLE,PUNT,-38,41,37,9,9,8,4,4,11,,R,0,,NCCR 04,NCCR 04,,19,-12,11,3-0-1-1,2x2,,,2,3/3/2005,L,,,,,,,,HB-R,HB-R (-6),R,1; NCCR 13 (HB-R),OUTSIDE ZONE,SPEED OPTION,,R,3
9/23/2023,4,4,3,10:41,0,FUMBLE,PUNT,-38,41,33,9,9,9,-8,-8,7,,P,0,SACK,NCCR 04,NCCR 04,,19,-12,11,3-0-1-1,3x2,2.4,,,2/4/2005,R,,X,,,,NCCR 50; NCCR 52; NCCR 79,,EMPTY,,,,,,FLUN D11; FLUN D88,,14
9/23/2023,4,4,4,9:53,0,,,,,41,,,,41,21,15,,,0,,,,,19,-12,,,,,,,,R,,,,,,,,L,,,,,,,,1
9/23/2023,4,4,1,6:34,0,PUNT - FC,PUNT,-5,-10,-5,3,10,1,-4,-4,10,,R,0,,NCCR 04,NCCR 04,,19,-12,12,2-0-1-2,3x1,,,1,3/4/2004,R,,,,,,,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),OUTSIDE ZONE,LEAD;QB RUNS,,L;R,21
9/23/2023,4,4,2,5:53,0,PUNT - FC,PUNT,-5,-10,-1,3,10,2,3,3,14,,R,0,,NCCR 04,NCCR 04,,19,-12,12,2-0-1-2,1x2,,,3,3/4/2004,L,,,,,,,,HB; FB,HB (-7); FB (-2),U,2; NCCR 13 (HB); NCCR 18 (FB),SNEAK,,,R,4
9/23/2023,4,4,3,5:17,0,,,,,-4,,,,,-2,11,,X,0,,NCCR 04,,-2,19,-12,12,2-0-1-2,1x3,,,,2/4/2005,L,,,,,NCCR 79 FST,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),,,,L;R,22
9/23/2023,4,4,3,4:53,0,,,,,-2,,,,,0,13,,P,0,INCOMPLETE,NCCR 04,,0,19,-12,12,2-0-1-2,2x2,2.4,,,2/4/2005,L,,R,NCCR 10,,FLUN D88 FMM; (O) NCCR 18 IDP,NCCR 75,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),,,,L;R,5
9/23/2023,4,4,3,4:47,0,PUNT - FC,PUNT,-5,-10,-2,3,10,3,8,8,13,,P,0,COMPLETE,NCCR 04,NCCR 19,,19,-12,12,2-0-1-2,2x2,2,0,0,2/4/2005,L,,L,NCCR 19,,,NCCR 75,,HB-R,HB-R (-5),,1; NCCR 13 (HB-R),,,,L;R,5
9/23/2023,4,4,4,4:22,0,,,,,-10,,,,41,30,5,,,0,,,FLUN 01,,19,-12,,,,,,,,L,,,,,,,,R,,,,,,,,3
9/23/2023,4,4,1,2:28,2,KICKOFF - TB,DOWNS,-25,35,-25,7,11,1,10,10,10,1,P,1,COMPLETE,NCCR 04,NCCR 86,,22,-15,11,3-0-1-1,2x2,2.5,10,1,2/4/2005,L,,L,NCCR 86,,,,,HB-L,HB-L (-6),,1; NCCR 13 (HB-L),INSIDE ZONE,,,R,20
9/23/2023,4,4,1,2:05,2,KICKOFF - TB,DOWNS,-25,35,-35,7,11,2,7,7,10,,R,0,,NCCR 04,NCCR 04,,22,-15,11,3-0-1-1,2x2,,,0,2/4/2005,L,,,,,,,,HB-L,HB-L (-5),R,1; NCCR 13 (HB-L),INSIDE ZONE,READ OPTION;SPLIT,,R,23
9/23/2023,4,4,2,1:39,2,KICKOFF - TB,DOWNS,-25,35,-42,7,11,3,23,23,3,1,P,0,COMPLETE,NCCR 04,NCCR 10,,22,-15,11,3-0-1-1,1x3,3.3,7,4,3/3/2005,L,,M,NCCR 10,,,,,HB-L,HB-L (-5),,1; NCCR 13 (HB-L),,,,R,21
9/23/2023,4,4,1,1:21,2,KICKOFF - TB,DOWNS,-25,35,35,7,11,4,,0,10,,P,0,THROWN AWAY,NCCR 04,,,22,-15,11,3-0-1-1,1x3,5.8,,,3/3/2005,L,,X,,,,NCCR 76,,HB-L,HB-L (-6),L,1; NCCR 13 (HB-L),,,,R,24
9/23/2023,4,4,2,1:11,2,KICKOFF - TB,DOWNS,-25,35,35,7,11,5,,0,10,,P,0,INCOMPLETE,NCCR 04,,,22,-15,11,3-0-1-1,1x3,4,,,3/3/2005,L,,R,NCCR 19,,,NCCR 21; NCCR 52,,HB-R,HB-R (-5),R,1; NCCR 21 (HB-R),,,,L,4
9/23/2023,4,4,3,1:06,2,KICKOFF - TB,DOWNS,-25,35,35,7,11,6,,0,10,,P,0,THROWN AWAY,NCCR 04,,,22,-15,11,3-0-1-1,1x3,2.2,,,3/3/2005,L,,X,,,,NCCR 50,,HB-R,HB-R (-5),L,1; NCCR 13 (HB-R),POWER,,,R,4
9/23/2023,4,4,4,1:00,2,KICKOFF - TB,DOWNS,-25,35,35,7,11,7,,0,10,,P,0,INCOMPLETE,NCCR 04,,,22,-15,11,3-0-1-1,1x3,3.2,,,2/4/2005,L,,R,NCCR 19,,,NCCR 75; NCCR 79,,HB-L,HB-L (-5),L,1; NCCR 13 (HB-L),,,,R,4
